RegionID,RegionName,StateName,SizeRank,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09
3101,Los Angeles County,California,1,463600,449300,432000,419800,404000,388700,372600,360300,350100,336700,322400,311100,305000,299900,295800,299400,306700,314500,322100,326200,330400,333400,338300,339400,338400,335400,338700,336000,336600,331800,337600,335200,337200,333900,330600,328600,325500,329000,326800,322300,319500,316100,317200,309900,310700,308900,309800,309100,309600,314600,316100,318900,323400,329800,338500,344700,354600,362300,365700,366600,374000,388200,401200,410300,416000,421800,423800,427100,426000,424600,420200,422100,422500,426900,428100,428300,431100,432400,434700,435300,436400,439800,442800,447900,452400,456000,456300,458500,458700,461900,461800,462500,461900,470800,474300,478200,477000,484400,490300,491700,490800,491200,493700,491300,494500,491800,497300,491200,496700,496200,504800,507200,511200,513700,519900,529400,543000,550300,556900,559900,564100,564200,566200,569700,573000,576500,579800,588200,596400,595900,597700,597800,605000,608200,604500,602600,605600,607900,611300
139,Cook County,Illinois,2,,,,,,,,,,,,,,,,198800,198900,201800,204100,205800,210100,210400,210800,205000,203200,202200,200800,199900,193000,187800,179300,179900,183300,188500,187700,187400,182300,176600,167000,164300,168300,173900,175900,174000,168300,168800,164800,164700,162100,163000,162000,165200,167200,172500,173600,170600,170400,165300,167700,164800,166500,165500,172600,183100,197100,204600,207000,209100,207000,207300,202900,208400,206500,206200,203100,206400,209300,212400,217100,219900,219700,216100,217700,217300,222700,223500,224400,219500,215400,206900,202800,196500,193800,190200,188300,188500,187500,190400,190100,191900,193000,197600,197000,197900,201400,208400,211700,213100,213000,212100,208800,204400,202000,202500,202700,204500,206700,211400,216600,221900,231700,232900,229600,225600,226700,228600,227600,229300,236100,229100,232700,242000,261100,262300,252100,241100,236000,233400,232200
2402,Maricopa County,Arizona,3,231800,221500,212400,208100,202700,197100,187500,178700,169600,159400,149800,138800,130200,121600,117200,119800,124200,129000,131000,132400,136600,136700,137800,136700,136800,135500,132400,131700,130600,128800,126800,125500,125000,121500,120600,120200,119800,116500,112700,113700,114800,115700,116900,118300,123500,125000,119600,112700,109300,114900,120000,123600,124800,127000,127000,131700,136700,141400,143600,143300,146000,148000,150800,152700,155700,156500,157200,157300,156900,158300,158000,159200,158600,158900,158900,158100,159300,160000,163300,163400,164600,166000,166100,168700,170500,173900,175800,177800,179100,180100,181500,182900,184700,187400,189000,190300,191500,194000,196300,197800,198600,200900,202200,204800,207700,207700,209200,209700,212000,211300,211400,211600,213900,215600,217400,219400,223000,224600,228800,231900,235400,235100,233400,234800,238000,240100,240200,241600,246000,248900,253500,255700,258500,257600,257200,258600,260700,259500,259100
2841,San Diego County,California,4,402300,393300,379600,368000,353600,341700,331500,320700,308200,298200,289900,288400,283400,282300,280600,289200,298400,309000,315400,321300,325700,329800,326000,327800,329000,335500,335000,331600,331300,330600,333600,334500,334800,335600,326900,322300,318600,321500,321500,318200,317400,318400,316300,315900,313600,316600,315900,316500,318600,323100,328700,330600,335300,339600,347600,353000,360000,367800,370200,371400,373700,384800,396800,404000,409600,410800,415100,414500,416400,417800,417700,418200,418500,422700,426700,429400,433600,436500,438800,440200,438300,436500,438600,443800,449000,447900,448800,452900,457400,460400,458000,457000,460900,466000,472100,471100,472700,475700,479500,480100,478600,480800,484400,492100,493800,496400,497600,503600,508300,510000,512100,516600,519200,522000,524900,528700,536300,541000,543000,544200,545600,553600,554400,556000,553500,556100,559500,560300,555700,553100,551900,555500,553100,557600,557700,563000,562100,566400,
1286,Orange County,California,5,514200,506400,489600,471100,457200,446200,436200,423500,407100,397600,385000,385600,383200,382200,386500,395500,410400,420600,427600,434300,437200,440700,445800,447400,447300,440300,436700,433800,438800,439900,444400,442900,441400,431600,427100,425200,432700,430300,424600,416800,417100,417900,419400,412600,408600,402300,405300,404700,406300,407600,412900,422200,432700,443300,448500,451500,455900,463600,466200,477600,488700,507700,514700,520100,522400,527100,529600,527900,528600,535000,541900,549800,549600,548600,548300,548700,550300,551800,555300,564900,565800,565600,559700,567100,572700,578800,574200,577700,584200,592100,594900,591500,593600,595500,603500,604200,606000,606400,608700,612000,611900,621800,620900,617600,602100,595900,591900,591800,595700,601300,608600,610900,614100,614200,619800,636400,657100,670800,679000,692600,709900,709700,702800,696400,702900,707900,713300,709700,703500,692300,692100,692900,698300,702400,701000,700700,700500,702700,702200
2964,Miami-Dade County,Florida,6,289100,280100,269600,256800,249000,242900,234800,223200,211900,204200,190900,179600,169100,160900,153900,149700,152200,156300,156600,157100,157000,158700,164700,166600,172000,169300,170000,163900,155300,145800,135700,137700,141300,142900,130900,124200,121700,130800,139400,147100,159300,157900,154200,146600,147000,154000,159500,162100,162300,163600,165900,170500,169600,169400,168300,168100,171000,177700,182600,188000,186300,188900,193200,198900,201100,203700,202100,198200,199700,199600,205000,195700,197000,198200,205800,206200,210000,208500,208500,207200,209000,213700,212400,214100,215700,217700,222200,223000,225100,222200,223900,224000,225600,224900,227500,230100,230400,231700,230000,232900,234900,240100,242100,245900,249300,251600,252300,251000,252300,254200,254000,253300,249800,253500,257300,259800,259400,259500,265700,268300,272900,269400,268200,266300,267800,271700,270700,274500,276500,281400,280300,279100,281900,282500,282800,280700,282100,287300,
2832,Riverside County,California,7,317100,299900,283100,270700,259300,247500,236400,228200,218200,209200,200500,193000,184200,174900,169400,168100,169300,171500,173800,177000,181500,185600,190600,192900,192700,189800,190700,192300,193500,192300,192600,193000,190800,190200,190100,192600,191400,188200,185800,184600,184200,183100,183700,184700,185500,184400,185500,185700,187400,190700,193100,195300,196500,199600,204400,210300,216000,222000,226700,229900,233800,236600,242000,247500,251800,255000,258700,263300,268000,270200,274600,277800,279400,277500,279200,280500,282800,283000,283300,284000,284700,286800,288500,293300,294500,297300,294800,295400,297000,299700,302100,302700,302700,304900,307100,308600,310700,311400,312500,312700,314100,318400,322700,322800,320900,318000,319300,322300,324900,328800,328500,331500,333800,337500,338200,343100,348000,352400,358300,366500,368300,366900,365000,367800,368400,367200,371400,371400,377100,378500,384700,384900,383000,380000,378600,379800,380000,382800,388900
3250,San Bernardino County,California,8,267800,255300,241100,232700,220200,211700,201300,195000,186400,176800,167400,158100,151000,141400,136300,132900,132800,134800,138000,142100,145500,147600,149500,149200,148400,147800,148000,150100,150600,153000,154300,154100,152500,150000,150900,151600,151100,148200,145000,143500,144600,147100,150000,150500,150600,148000,147500,145800,146700,148700,151100,154200,156300,160400,164100,166500,171900,174300,178000,175100,178000,180800,188400,192000,195400,200300,210000,219300,219400,219800,218600,222900,221500,224100,226700,230900,231800,233000,232200,235200,237300,240300,240000,240800,244400,247500,247900,247000,249200,253600,256400,254800,255400,256600,259800,261000,262300,261900,264100,263800,267600,267000,276000,274000,274200,267500,266100,266000,268000,272600,276300,278700,279100,280600,285200,293800,299900,301000,302800,308300,311200,313800,311100,314800,315400,317900,318700,319400,316400,313100,314300,319100,323000,324600,327800,329000,328200,328000,340000
445,Clark County,Nevada,9,244900,239900,235200,225700,216100,205300,195700,187800,179000,171400,162800,155100,148000,137900,130500,124200,122800,120600,121200,122400,124800,125200,125000,123900,124200,125800,128400,128900,126400,125200,123700,123000,121400,119200,118100,116600,114800,113300,112000,110800,108500,106100,106000,107900,110500,110800,110800,108700,109600,112100,116200,119200,120900,122800,126300,130100,134700,137700,140400,141400,144700,148500,152700,156300,159400,162600,164100,165300,166600,168800,170000,171000,172800,173700,174500,166600,167100,170000,179300,181200,181800,183600,184300,186600,187000,189100,188800,186600,188400,189900,195100,194200,196200,196200,200400,201200,201600,199500,200100,199900,201900,201800,204400,206200,208200,208900,211300,212800,218000,219700,223500,225500,228500,230100,232800,235800,238400,241400,244000,247100,250000,253200,257900,260300,260400,261500,264300,268800,270300,270700,272900,272400,274300,270800,272700,271500,273100,273500,275600
207,King County,Washington,10,392200,390500,383200,376700,366100,364500,362000,360800,355800,358500,365100,365800,355200,340900,332500,330200,328900,331500,335400,339400,338100,347100,360100,370000,365400,350900,341800,336400,347700,353400,359800,352800,353000,355900,359800,361900,352100,343000,328600,319800,310300,309900,313100,307700,303500,300500,306000,303900,301400,310700,320500,333100,333200,338800,341900,347700,357900,361700,359400,357700,361300,366300,368100,366000,373300,375600,382700,381100,380200,376000,377100,379000,379900,377100,373800,376300,382600,385000,388800,388100,390700,388300,388700,388800,391600,402100,407300,410300,403200,408700,410400,415300,416200,424500,431100,435300,436000,438400,440200,445800,443700,444800,443500,449800,459400,467100,475800,479100,486800,498600,508200,515900,521400,531400,536100,541200,543300,551900,554200,561600,575200,597100,604400,596300,578000,569900,571000,575200,576000,575000,573200,578100,586100,598700,609700,609500,597600,587100,578000
3136,Santa Clara County,California,11,666900,640800,619900,610000,602600,590700,565700,532200,493400,469800,457800,448500,425100,406400,399200,414100,442900,469000,480800,484600,491800,508100,514300,509400,504500,498600,503900,509300,521300,528500,530400,527900,522100,517900,510600,495400,483800,478500,485900,499600,504900,516800,514200,505700,495100,490300,493200,485300,484100,493600,513400,537700,562400,587900,596500,597000,594800,604000,618600,625600,627600,633300,643600,651200,656700,661900,666700,666300,665900,669200,683100,693200,703600,707100,709300,713000,710600,722200,726800,735400,736700,745400,748600,759900,762600,768900,775900,790100,807400,825700,827300,827700,823300,837700,838100,837900,833900,841100,846500,847200,857900,859600,865500,866300,869500,868900,868000,878400,892500,897500,899900,911200,924700,942400,961600,991800,1022200,1075000,1101800,1147700,1172000,1183400,1172900,1144100,1137000,1138500,1127500,1143500,1118500,1103800,1080900,1073600,1078900,1065600,1066400,1064500,1075100,1073000,1073600
1561,Broward County,Florida,12,230400,218300,210400,205800,204900,205700,195000,189100,176100,168500,157700,148400,139200,131300,122100,117400,115500,118100,118700,118300,122200,126300,123800,117500,114000,112300,114200,114000,115400,113700,111400,110700,111800,111800,107000,102400,99000,99200,98800,102600,106200,107700,107300,107300,110800,113400,117600,116700,116600,115700,117900,120200,120700,121900,123600,127500,129800,135200,138600,141900,139600,140200,142300,145800,149700,153200,156500,157900,157900,159200,160300,161600,161200,160000,160700,162700,166100,166100,168100,168800,173600,175100,175600,176600,179000,183200,186900,188800,192900,193400,192600,190300,187100,188500,191400,197300,200700,201000,201800,202900,203700,202700,206300,209500,211800,211800,211100,213400,215000,219600,219800,222200,221400,227100,226400,228300,228800,232200,235200,236000,237900,239600,240100,240200,238300,238400,236200,238900,245700,251200,250600,250300,253800,257100,254300,,,,
2452,New York County,New York,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,825800,834100,803900,798800,801700,810400,812600,789200,803100,806300,773000,717600,658300,654900,674000,685000,677900,662800,683200,711300,710400,711500,702700,742600,729600,724000,683600,697100,692900,679400,674500,683900,723500,727800,736700,732100,737700,739300,751600,744300,720100,725000,742200,775100,767200,744200,745800,758200,775100,769500,759700,752600,763200,765200,775100,780000,795300,826600,879100,916300,926500,920300,1002800,1058700,1030100,932400,925700,930300,939400,890600,896000,883500,855500,849200,872800,925200,966100,999300,1031900,1042100,997100,976600,947500,953400,939100,999400,1012400,1016300,977100,962300,945000,924100,935300,971700,990400,993100,960400,957500,976600,1003800,988600,973200,964400,1000200,967800,968000
3175,Philadelphia County,Pennsylvania,14,110400,110700,111700,110100,108400,111200,114100,116200,115200,111500,107800,102100,102100,109600,112000,113800,109200,115800,121400,124500,129900,127600,124800,114700,115600,118100,120900,119700,115400,106800,105200,101200,111000,105500,108700,104800,107700,110900,109800,111100,104700,106200,105400,106700,103700,104500,104500,101600,99400,102700,108100,107500,106800,109000,109400,106700,107300,112200,115700,112700,107300,107300,108600,113000,115200,115600,115600,115600,116800,118600,119500,120100,124700,123400,122700,118700,118100,120100,118600,120400,118200,118800,118200,113200,115200,116100,120300,121200,121400,121600,123200,126200,127100,122900,127900,128700,128900,121000,121600,122700,125400,125700,129600,127200,130500,130400,134100,135400,137500,140600,142000,144300,144200,145300,144700,144600,148300,147800,151600,143500,142600,138400,144100,143700,143300,141100,143600,146400,152700,156500,158000,157400,156000,158500,159800,163800,165800,169700,
1510,Alameda County,California,15,531500,509100,465500,442300,435500,427800,413700,390800,368200,350300,339100,336900,320500,310400,303900,317400,328300,334600,352100,367500,378100,377400,374200,380800,380800,376800,378200,379300,387000,383000,384300,382200,379800,372200,359800,359100,354300,351600,339900,335000,339500,341100,347700,345700,345900,342000,340400,343500,335600,336400,331600,348000,366800,386500,399200,403900,409900,416300,426500,433400,440900,447000,456500,470300,487400,499600,508200,513100,515000,515900,516700,527300,530800,535000,533700,540900,548700,565600,566900,564000,558800,561000,564800,569700,583900,603800,607500,608500,608000,617700,623200,626700,623300,633200,639000,664300,657900,657100,644100,649100,650400,651800,657700,661400,674200,677200,685900,704400,717700,723100,697200,695300,699500,713400,721100,732700,742800,754900,768100,794800,797900,799700,790600,800300,803700,804500,806300,801200,799500,793900,795400,816800,819200,814000,792000,789800,796600,797000,797500
2801,Middlesex County,Massachusetts,16,362500,354200,347200,348100,347300,351300,350100,346100,337300,333400,333500,345100,336900,335600,324000,332200,335800,338100,342800,337400,336800,343500,353500,361600,353100,350800,346100,353000,359500,370900,375600,367500,359800,353200,354800,352000,341400,335100,336400,348900,356100,359900,360700,353900,350400,340800,343800,343200,344300,343900,345900,354300,360000,361900,358400,355900,355500,356300,355100,347900,353000,362000,371900,374500,374300,379300,380600,387300,382600,379400,381700,386900,390200,386400,393900,398200,404600,401300,403500,403000,407100,406900,411700,414200,417700,413500,413400,411700,416300,417400,418100,417600,419700,425200,423600,425100,420500,427900,428800,436900,440800,444400,444100,433800,437300,440100,448500,449400,454500,461300,464500,460100,458200,461600,468400,470200,469400,475300,482000,489600,489300,492800,490700,495800,497700,500800,496700,492500,490600,491700,497900,500600,506200,509900,517300,516700,513200,510400,
2046,Suffolk County,New York,17,393400,398100,403900,404500,398300,390300,380900,371900,367900,366200,362500,359200,355100,353500,354500,356800,353300,353800,349200,350700,342600,345300,343800,351100,349900,351700,348000,344000,342200,340300,339600,344500,341200,350900,351100,353600,347000,336700,340900,333500,336400,328100,327200,326200,322700,329300,327600,326100,327700,329300,337900,340000,343100,341100,328800,329200,327200,338300,343400,349200,348000,343400,345900,347100,346600,344300,344300,347200,348300,348400,347100,344200,341600,341700,339000,339800,341300,345200,341100,335900,337600,341500,352100,355200,357600,354300,351300,355500,351000,349200,345000,345900,347600,347400,347900,348400,346600,346300,348500,350100,353200,352700,353100,353100,352600,355400,355100,357100,358100,359700,358200,355400,360500,362800,366700,363600,359100,356300,353200,360600,367200,372400,374400,374800,375800,381100,380900,382700,379700,385300,385700,388600,386200,391700,392600,394400,397700,401100,
3017,Sacramento County,California,18,247300,233400,221400,211000,202700,196400,188400,183800,177000,173100,167900,162800,159900,156300,157800,159500,163100,166900,168400,171900,171900,175000,173900,172100,171100,171100,173000,172300,169900,168100,166500,167300,167200,167200,166300,160100,156400,152700,152700,151000,149600,150900,150400,150700,152200,153700,155000,154200,155600,154600,152600,151800,154400,161000,165800,172900,179300,184100,189500,191100,199200,203300,213000,217800,224200,227700,231000,231800,234100,237500,241800,244200,243100,244800,246200,249000,247600,247900,250400,252400,253500,253700,254300,257500,260000,263700,263900,264900,265900,266700,268300,269900,270900,273900,277000,281900,286500,288200,289700,290000,292700,295600,296200,300100,303500,304100,305000,303700,305500,304900,307900,311300,317500,320300,322700,324500,327500,330800,334700,334700,339100,341000,343300,342200,339400,342400,345000,346800,348500,347700,351500,350600,352500,354900,355800,356100,357200,358600,361800
1252,Nassau County,New York,19,459100,461700,471600,472600,467100,465800,455000,445300,430300,423300,420600,413500,416400,415100,416400,411100,411200,405300,404400,405000,412400,415600,416200,418600,422900,428600,426400,426200,417100,420300,417700,418800,420500,414200,420500,417900,422000,427200,417400,415700,404700,407900,413400,409600,407400,398100,400600,399900,396800,395800,401400,407000,407700,409700,414300,410400,412000,408400,419100,421100,423100,418600,414200,419100,421900,422800,423100,424000,427200,425400,428100,426800,427900,424700,426700,425400,429400,436300,440100,438100,430600,426300,427100,431200,431200,437000,434900,443700,437400,438600,432500,436900,437200,442500,443600,441300,444500,447000,455400,453300,456300,459700,462500,465900,468300,471000,467200,469200,472300,477600,483800,485600,487300,487400,489400,489500,493000,497900,501600,499800,501900,507300,510600,507400,508000,506100,512300,512500,521200,520600,523000,515900,518500,518400,525100,527800,527700,520100,
2993,Palm Beach County,Florida,20,240800,233500,221900,220500,218900,221900,217400,208100,195600,185000,176000,168500,161100,154300,147100,146100,148900,154500,160000,161200,159100,157000,155300,156000,152400,150200,148400,148700,146200,143000,138000,137700,136800,135100,132600,127200,123000,119900,120700,120600,119000,116400,114300,116500,115100,118500,116700,119100,118700,123200,126400,130600,132600,135300,137400,140200,142200,146000,149600,151700,151400,152100,156500,160300,163100,164900,166600,169900,172600,176000,176100,175900,177900,178300,179900,181500,185400,185900,185900,184400,188800,190600,192600,192300,194700,197800,205200,209000,210200,208600,207200,210300,209900,212600,208100,211700,212800,220700,222000,223100,225500,226900,230000,230000,228900,226900,223400,228000,230200,235400,233600,235200,235100,237900,241500,243300,244500,244900,249300,253100,257200,256100,252200,247100,245300,245200,248400,252400,257000,255200,252300,252800,262200,267100,266300,259800,258200,261800,
2241,Cuyahoga County,Ohio,21,,,,,,,,,,,,,,,,,,,,94900,98900,98800,98100,98500,98500,99000,100000,99800,93600,88400,83100,87400,94400,99400,96100,83800,79300,76900,76400,79300,81400,87200,83400,81500,78600,79500,80200,77800,75000,77000,81700,83800,86500,86500,88400,84400,82100,84100,86300,89900,87800,85400,81300,85000,90100,95000,93600,91600,90700,89000,88200,85400,87800,90600,96000,97200,98700,100700,99300,99800,96300,98700,98700,96900,96100,90900,94300,94800,100500,99000,98500,94200,92700,92400,95000,100500,99800,101600,99700,102900,101900,104200,103700,105000,108000,109600,113100,110700,110300,109900,111400,109600,108300,106400,109800,115200,121000,121800,120600,119400,121800,121000,119700,115700,112800,112000,115100,117400,121500,121500,124000,127400,128700,130100,128200,128500,126900,123400,124200
3165,Hillsborough County,Florida,22,195900,185100,179600,175400,174500,170400,166500,159500,155200,147400,140800,133000,128100,125900,123100,124200,125200,125700,125500,124900,126900,126600,125500,123800,121300,119100,118300,119200,116400,112700,107400,107800,106100,107000,101200,93100,87700,85300,89000,91000,98400,102000,106200,105300,105100,104300,104500,104600,105100,106400,107700,110500,112900,116100,115300,117700,122500,128100,128200,124000,125600,128400,134300,133300,137000,141200,143200,142900,140000,141100,139400,137700,134800,132700,133000,135400,140300,143800,145700,146200,146200,147600,148700,149800,151000,154400,157900,159400,159700,160100,162500,163000,164800,165500,168900,172400,175200,177700,179100,182500,182400,183700,181700,183400,182700,183500,185300,187400,190100,189000,189000,190600,193000,195000,195100,197000,200100,202400,204900,207000,208000,208200,207200,208100,206700,205700,205400,206500,211200,214600,223000,228900,231800,229400,224900,224100,224900,,
2614,Allegheny County,Pennsylvania,23,89600,92800,91600,92100,95300,94000,92700,88900,89300,85100,81800,84600,87500,90200,91500,96900,102500,104600,106800,107200,109200,107700,105100,106300,107800,110800,109400,109700,107700,107600,107800,110700,109200,109200,106100,108300,107800,106600,105600,106500,112000,112800,111600,108800,107300,105000,106400,109100,112900,116400,116400,119000,119400,119000,118600,117800,117000,115200,115800,119200,121300,121400,120600,120200,121300,121700,123100,121800,121100,120300,116800,117900,119300,124900,123000,123200,122100,125700,126600,127200,125100,126900,127100,135600,136600,136800,130000,129400,131300,131700,131900,130500,132200,132300,135100,141600,140300,138400,131700,132700,133200,132500,132100,132600,133500,134900,135100,137900,138800,140000,140200,141100,141500,140000,139000,140800,144600,143700,142800,150800,159300,159100,149800,146000,147300,148800,148600,150000,149600,151200,150000,160700,163100,165000,157200,156800,156600,154900,
1950,Oakland County,Michigan,24,158000,149900,144500,136700,136300,133700,134900,129300,121500,116400,108800,100600,90500,81800,81200,78300,82500,83700,92100,94400,103500,107200,111500,105700,100400,98000,103200,107200,109200,103900,99900,94900,97800,99400,106800,101700,97300,89500,90000,94100,99900,107600,112300,114700,114000,112900,109700,106300,103300,103400,108700,112000,119000,124400,135400,139100,143100,140400,139700,139300,140400,142300,141800,143300,150500,159300,167600,168300,169300,164600,163200,161100,158100,159600,161900,167700,171800,175000,180500,180400,178300,176800,176700,177500,176600,176700,176500,179400,182500,183300,180700,178400,180900,183400,186500,187000,187900,187100,187900,190400,191900,194400,195200,197500,198400,198200,199700,200200,202800,209400,214600,216600,208500,202300,202700,206600,212300,215700,217200,220100,220400,224800,226300,225700,222400,221400,221700,222200,222300,226500,226900,225300,224300,226300,232700,230500,232500,229600,
2288,Franklin County,Ohio,25,131300,129600,131300,129700,127600,123900,122100,120200,116200,114200,115400,114000,111700,110400,114200,117800,122600,126500,129400,131400,131200,129000,121300,122600,122200,125800,122400,123500,117100,113700,108000,108800,109200,118100,118900,112800,103900,104300,107500,109700,112300,115800,113700,109500,110900,115000,116400,109400,104600,110000,120400,129600,133900,132700,129800,125000,124400,127000,129400,128200,124600,122200,124600,129700,135600,137900,136000,131700,132900,133900,134500,134700,135700,139400,138500,140400,139800,141100,140800,142300,142400,141400,140200,155900,157200,158000,145000,144100,143400,142700,143000,142400,140600,140000,139900,143700,149200,153000,153200,151000,152500,153100,157200,159900,162700,163900,165300,163200,161100,159700,163200,163900,164500,163000,162900,164300,166000,170100,171600,175000,173400,171900,167700,168900,169200,171700,171200,173500,175300,180600,179300,185100,185700,191500,188400,185600,183800,182300,187600
2339,Hennepin County,Minnesota,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234300,236100,236600,234700,235200,237400,239400,238200,236600,235600,237900,238500,241000,241900,238700,238300,241000,246500,250600,253300,256400,257700,256500,257100,259300,264700,269500,273500,274900,273700,269700,266600,263900,266800,269900,274500,275100,277900,276900,280600,281300,286000,288700,289000,290500,288600
1287,Orange County,Florida,27,222700,217200,207800,204900,202100,202000,195300,188900,179900,174100,166900,159900,144900,132400,120100,117100,113100,115400,113800,117200,115200,117700,108800,103400,97600,98900,101100,101500,102500,99200,96300,95200,95500,93100,90800,84400,87500,89200,96900,99500,102500,104100,105800,105900,113000,115300,116300,110800,110000,109800,112800,116800,120700,121000,122100,123500,125600,126800,129700,134100,136400,138500,138500,138900,140500,147800,152200,154800,153500,154000,153400,154800,155200,157600,158200,159300,159900,160300,161500,162500,161500,161100,162400,165100,169300,169800,172100,171800,174600,176000,178900,181100,183300,186100,187600,187700,186700,188400,190000,193800,196900,200700,200300,200600,200300,202400,205500,205100,206500,206200,209900,212200,214600,216500,217200,218000,217100,222300,228800,243200,247200,251300,250200,255400,257300,258000,258300,261100,265700,270400,271100,273200,266100,262000,,,,,
1694,Fairfax County,Virginia,28,416700,399800,382900,377200,374900,370700,358600,354100,345200,334600,325700,322300,327500,328100,333700,342300,357500,370800,380500,375900,370800,366200,371800,374500,375500,375100,375300,381700,395200,407700,409700,405200,394900,395700,388500,389600,387300,390700,390500,393200,399700,408400,416200,411700,412000,403900,398400,392300,395000,401600,411200,414200,419300,419400,425200,429400,432100,425700,424100,426100,433400,435100,435100,443100,446300,452800,449200,451400,447200,442300,441100,437000,439900,440200,445100,446300,446100,449500,452000,459800,458900,459100,454300,458300,459500,459700,459400,458600,459600,458300,459400,459600,460600,455700,456100,455400,460000,458000,458600,460900,462200,462900,460500,460800,460200,462200,464000,464000,474000,475500,481800,475300,475000,472400,470700,472700,477400,482600,485900,493600,500000,501600,495100,497600,500100,500700,495100,494400,497500,496200,502400,501300,514200,518800,523000,519200,509500,508200,
3159,Contra Costa County,California,29,450500,404200,372100,350500,339300,325600,309900,292400,273400,257700,247400,237400,227700,218100,214500,220500,233100,246700,255900,265200,274600,286700,285500,281900,272900,267600,266900,267900,276900,279200,284500,274800,268200,263900,266300,265300,253500,244400,238100,243100,243000,247800,248000,250400,253000,255200,258300,256500,255100,262600,273200,289300,297200,300800,306700,308500,316500,324600,333400,338700,338600,358900,381100,397700,409900,412600,418700,408100,406700,408600,416000,424500,423000,421600,418100,419300,423900,425300,430200,431500,425200,424700,421300,435100,438200,443700,442400,447300,451900,460300,462800,460100,457800,464100,472600,471400,470400,471100,483700,488300,495100,492400,491200,490800,495800,500300,511400,512600,518300,521500,527300,530800,527400,535200,540100,553900,557700,559500,557200,562200,570500,577700,579900,583600,584000,582600,582300,589600,600700,600200,598400,603100,600400,598400,587400,597000,594100,600800,609000
2840,Salt Lake County,Utah,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260800,255100,255800,255900,259400,266100,264200,265200,262300,273000,275700,278800,280000,282500,284000,284100,273700,272300,272400,283400,287400,287600,291500,293800,292900,291700,292500,295600,297200,298300,299400,301900,301800,303500,302900,306700,309500,312700,312600,316800,317400,318800,321000,324000,327800,326600,325400,327300,333900,342400,346900,349900,353800,354200,350900,347700,350900,353100,355600,359800,366300,371500,370100,374900,377600,379100,378900,381200,386900,389800,393700,
1440,Travis County,Texas,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284000,283600,280800,283400,283900,283600,281700,277600,278800,277100,275900,276900,278400,280200,278600,279900,281700,283600,287300,292400,293400,294700,298200,298800,302300,302500,308900,306800,307300,306600,308800,309200,310700,313100,317900,320700,323900,326500,327700,333200,332600,336300,333900,337500,336800,342100,340300,342800,343800,346200,351100,352700,353600,348800,351000,354200,361000,360000,370600,368500,368600,359300,359400,358700,362300,368400,373100,376100,374400,376200,374900,372100,373200,375200,389600,397100,409900,411100,
3130,Saint Louis County,Missouri,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166100,165200,166200,164800,165600,164400,166200,165900,159000,154300,150500,157700,162300,163400,162600,163800,164400,164100,160700,161900,161000,163700,161600,159600,157000,158200,160700,161400,165400,167500,169000,164400,165600,166300,173800,170400,170000,167000,169300,154700,152200,157400,168300,174100,164900,168900,169500,175800,179200,174300,176400,
